inmates_positive,staff_positive,inmate_deaths,staff_deaths,facility,city,state
La Tuna FCI,0,1,0,0,0,1,anthony,TX
Leavenworth USP,0,0,0,0,0,1,leavenworth,KS
Lewisburg USP,0,1,0,0,0,0,lewisburg,PA
Los Angeles MDC,0,1,0,0,0,0,los angeles,CA
McCreary USP,0,1,0,0,1,0,pine knot,KY
McDowell FCI,0,1,0,0,0,0,welch,WV
Memphis FCI,0,1,0,0,0,0,memphis,TN
Miami FDC,0,16,0,0,0,2,miami,FL
Montgomery FPC,0,1,0,0,0,0,montgomery,AL
New York MCC,0,22,0,0,5,23,new york,NY
Oakdale II FCI,0,8,1,0,6,0,oakdale,LA
Otisville FCI,0,1,0,0,13,14,otisville,NY
Petersburg Low FCI,0,1,0,0,0,0,hopewell,VA
Philadelphia FDC,0,2,0,0,0,1,philadelphia,PA
Ray Brook FCI,0,6,0,0,11,3,ray brook,NY
Rochester FMC,0,1,0,0,0,0,rochester,MN
Seagoville FCI,0,0,0,0,1,0,seagoville,TX
"Southeast Missouri Behavioral Health, Inc.; DBA:  SEMO CTC (RRC)",0,0,0,0,1,0,farmington,MO
Southeast RO,0,1,0,0,0,0,atlanta,GA
Talladega FCI,0,0,0,0,0,5,talladega,AL
Tallahassee FCI,0,1,0,0,0,0,tallahassee,FL
Tucson USP,0,0,0,0,0,1,tucson,AZ
Volunteers of America of Greater Ohio (RRC),0,0,0,0,1,0,toledo,OH
Watkinson House (RRC),0,0,0,0,2,0,hartford,CT
